"question","answer","category"
"VDIで社内共有フォルダへアクセスできません","VPN接続後にエクスプローラーを再起動し、資格情報を再入力してください。","リモートワーク"
"VDIを交換したいです","故障症状と型番を共有ください。在宅機材の交換フローを案内します。","リモートワーク"
"リモートデスクトップで社内業務ができません","VPN、認証、端末ポリシー適用状況を確認してください。","リモートワーク"
"リモートデスクトップ経由で接続すると遅いです","回線品質、同時利用、VDI負荷の影響を確認します。","リモートワーク"
"リモートデスクトップに接続できません","接続先名、認証情報、社外接続許可の有無を確認してください。","リモートワーク"
"リモートデスクトップで画面が固まります","通信断や高遅延の可能性があります。可能であれば有線接続をお試しください。","リモートワーク"
"リモートデスクトップで音声会議が途切れます","Wi-Fi干渉や上り帯域不足が考えられます。","リモートワーク"
"リモートデスクトップの周辺機器が認識されません","USBリダイレクト設定とドックの電源供給を確認してください。","リモートワーク"
"リモートデスクトップの利用ルールを確認したいです","在宅勤務向けIT利用ガイドラインを参照してください。","リモートワーク"
"リモートデスクトップで印刷したいです","在宅環境ではローカル印刷制限がある場合があります。業務データの取り扱いに注意してください。","リモートワーク"
"リモートデスクトップで社内共有フォルダへアクセスできません","VPN接続後にエクスプローラーを再起動し、資格情報を再入力してください。","リモートワーク"
"リモートデスクトップを交換したいです","故障症状と型番を共有ください。在宅機材の交換フローを案内します。","リモートワーク"
"USBドックで社内業務ができません","VPN、認証、端末ポリシー適用状況を確認してください。","リモートワーク"
"USBドック経由で接続すると遅いです","回線品質、同時利用、VDI負荷の影響を確認します。","リモートワーク"
"USBドックに接続できません","接続先名、認証情報、社外接続許可の有無を確認してください。","リモートワーク"
"USBドックで画面が固まります","通信断や高遅延の可能性があります。可能であれば有線接続をお試しください。","リモートワーク"
"USBドックで音声会議が途切れます","Wi-Fi干渉や上り帯域不足が考えられます。","リモートワーク"
"USBドックの周辺機器が認識されません","USBリダイレクト設定とドックの電源供給を確認してください。","リモートワーク"
"USBドックの利用ルールを確認したいです","在宅勤務向けIT利用ガイドラインを参照してください。","リモートワーク"
"USBドックで印刷したいです","在宅環境ではローカル印刷制限がある場合があります。業務データの取り扱いに注意してください。","リモートワーク"
"USBドックで社内共有フォルダへアクセスできません","VPN接続後にエクスプローラーを再起動し、資格情報を再入力してください。","リモートワーク"
"USBドックを交換したいです","故障症状と型番を共有ください。在宅機材の交換フローを案内します。","リモートワーク"
"入社初日セットアップの準備状況を確認したいです","対象者名、入社日、所属部署を共有ください。準備チェックリストを確認します。","入退社・異動"
"入社初日セットアップで必要なアカウントが不足しています","利用システム一覧を確認し、不足分を追加作成します。","入退社・異動"
"入社初日セットアップの反映が遅れています","人事マスタ更新タイミングと各システム同期状況を確認します。","入退社・異動"
"入社初日セットアップでメール転送を設定したいです","退職・異動ポリシーに従い、必要期間のみ設定可否を確認します。","入退社・異動"
"入社初日セットアップのデータ保存先を相談したいです","上長指示のもと共有フォルダや後任向け保管場所へ移行してください。","入退社・異動"
"入社初日セットアップの返却物一覧を知りたいです","PC、スマホ、ICカード、周辺機器など貸与品一覧を案内します。","入退社・異動"
"入社初日セットアップで旧部署の権限を削除したいです","異動日と削除対象権限を確認し、棚卸後に削除します。","入退社・異動"
"入社初日セットアップで新部署の共有フォルダに追加したいです","上長承認後に所属部署向け標準権限を付与します。","入退社・異動"
"入社初日セットアップのチェックリストを再送してほしいです","入退社・異動用の標準チェックリストを送付します。","入退社・異動"
"入社初日セットアップの対応期限を確認したいです","人事イベントごとに締切が異なります。対象イベントと希望日を共有ください。","入退社・異動"
"人事連携の準備状況を確認したいです","対象者名、入社日、所属部署を共有ください。準備チェックリストを確認します。","入退社・異動"
"人事連携で必要なアカウントが不足しています","利用システム一覧を確認し、不足分を追加作成します。","入退社・異動"
"人事連携の反映が遅れています","人事マスタ更新タイミングと各システム同期状況を確認します。","入退社・異動"
"人事連携でメール転送を設定したいです","退職・異動ポリシーに従い、必要期間のみ設定可否を確認します。","入退社・異動"
"人事連携のデータ保存先を相談したいです","上長指示のもと共有フォルダや後任向け保管場所へ移行してください。","入退社・異動"
"人事連携の返却物一覧を知りたいです","PC、スマホ、ICカード、周辺機器など貸与品一覧を案内します。","入退社・異動"
"人事連携で旧部署の権限を削除したいです","異動日と削除対象権限を確認し、棚卸後に削除します。","入退社・異動"
"人事連携で新部署の共有フォルダに追加したいです","上長承認後に所属部署向け標準権限を付与します。","入退社・異動"
"人事連携のチェックリストを再送してほしいです","入退社・異動用の標準チェックリストを送付します。","入退社・異動"
"人事連携の対応期限を確認したいです","人事イベントごとに締切が異なります。対象イベントと希望日を共有ください。","入退社・異動"
"退職者データ退避の準備状況を確認したいです","対象者名、入社日、所属部署を共有ください。準備チェックリストを確認します。","入退社・異動"
"退職者データ退避で必要なアカウントが不足しています","利用システム一覧を確認し、不足分を追加作成します。","入退社・異動"
"退職者データ退避の反映が遅れています","人事マスタ更新タイミングと各システム同期状況を確認します。","入退社・異動"
"退職者データ退避でメール転送を設定したいです","退職・異動ポリシーに従い、必要期間のみ設定可否を確認します。","入退社・異動"
"退職者データ退避のデータ保存先を相談したいです","上長指示のもと共有フォルダや後任向け保管場所へ移行してください。","入退社・異動"
"退職者データ退避の返却物一覧を知りたいです","PC、スマホ、ICカード、周辺機器など貸与品一覧を案内します。","入退社・異動"
"退職者データ退避で旧部署の権限を削除したいです","異動日と削除対象権限を確認し、棚卸後に削除します。","入退社・異動"
"退職者データ退避で新部署の共有フォルダに追加したいです","上長承認後に所属部署向け標準権限を付与します。","入退社・異動"
"退職者データ退避のチェックリストを再送してほしいです","入退社・異動用の標準チェックリストを送付します。","入退社・異動"
"退職者データ退避の対応期限を確認したいです","人事イベントごとに締切が異なります。対象イベントと希望日を共有ください。","入退社・異動"
"貸与品返却の準備状況を確認したいです","対象者名、入社日、所属部署を共有ください。準備チェックリストを確認します。","入退社・異動"
"貸与品返却で必要なアカウントが不足しています","利用システム一覧を確認し、不足分を追加作成します。","入退社・異動"
"貸与品返却の反映が遅れています","人事マスタ更新タイミングと各システム同期状況を確認します。","入退社・異動"
"貸与品返却でメール転送を設定したいです","退職・異動ポリシーに従い、必要期間のみ設定可否を確認します。","入退社・異動"
"貸与品返却のデータ保存先を相談したいです","上長指示のもと共有フォルダや後任向け保管場所へ移行してください。","入退社・異動"
"貸与品返却の返却物一覧を知りたいです","PC、スマホ、ICカード、周辺機器など貸与品一覧を案内します。","入退社・異動"
"貸与品返却で旧部署の権限を削除したいです","異動日と削除対象権限を確認し、棚卸後に削除します。","入退社・異動"
"貸与品返却で新部署の共有フォルダに追加したいです","上長承認後に所属部署向け標準権限を付与します。","入退社・異動"
"貸与品返却のチェックリストを再送してほしいです","入退社・異動用の標準チェックリストを送付します。","入退社・異動"
"貸与品返却の対応期限を確認したいです","人事イベントごとに締切が異なります。対象イベントと希望日を共有ください。","入退社・異動"
"異動時権限変更の準備状況を確認したいです","対象者名、入社日、所属部署を共有ください。準備チェックリストを確認します。","入退社・異動"
"異動時権限変更で必要なアカウントが不足しています","利用システム一覧を確認し、不足分を追加作成します。","入退社・異動"
"異動時権限変更の反映が遅れています","人事マスタ更新タイミングと各システム同期状況を確認します。","入退社・異動"
"異動時権限変更でメール転送を設定したいです","退職・異動ポリシーに従い、必要期間のみ設定可否を確認します。","入退社・異動"
"異動時権限変更のデータ保存先を相談したいです","上長指示のもと共有フォルダや後任向け保管場所へ移行してください。","入退社・異動"
"異動時権限変更の返却物一覧を知りたいです","PC、スマホ、ICカード、周辺機器など貸与品一覧を案内します。","入退社・異動"
"異動時権限変更で旧部署の権限を削除したいです","異動日と削除対象権限を確認し、棚卸後に削除します。","入退社・異動"
"異動時権限変更で新部署の共有フォルダに追加したいです","上長承認後に所属部署向け標準権限を付与します。","入退社・異動"
"異動時権限変更のチェックリストを再送してほしいです","入退社・異動用の標準チェックリストを送付します。","入退社・異動"
"異動時権限変更の対応期限を確認したいです","人事イベントごとに締切が異なります。対象イベントと希望日を共有ください。","入退社・異動"
"会議室予約システムを予約できません","利用権限、重複予約、設備メンテナンス状況を確認してください。","会議室・AV"
"会議室予約システムで会議を開始できません","端末サインイン状態、ネットワーク、会議主催者情報を確認してください。","会議室・AV"
"会議室予約システムに映像が映りません","入力切替、ケーブル接続、無線投影設定を確認してください。","会議室・AV"
"会議室予約システムから音が出ません","ミュート設定、既定出力先、HDMI音声設定を確認してください。","会議室・AV"
"会議室予約システムでハウリングが発生します","スピーカー音量とマイク配置、二重入室端末の有無を確認してください。","会議室・AV"
"会議室予約システムのタッチ操作が効きません","USB接続またはタッチドライバーの状態を確認してください。","会議室・AV"
"会議室予約システムの予約をキャンセルしたいです","予約者本人または代理権限保有者がシステムから取消してください。","会議室・AV"
"会議室予約システムの利用マニュアルを確認したいです","会議室設備一覧ページに操作マニュアルがあります。","会議室・AV"
"会議室予約システムでワイヤレス投影ができません","同一ネットワーク接続と投影用アプリの起動を確認してください。","会議室・AV"
"会議室予約システムを交換・修理したいです","会議室名、設備名、故障症状を共有ください。保守業者へ手配します。","会議室・AV"
"会議室Teams端末を予約できません","利用権限、重複予約、設備メンテナンス状況を確認してください。","会議室・AV"
"会議室Teams端末で会議を開始できません","端末サインイン状態、ネットワーク、会議主催者情報を確認してください。","会議室・AV"
"会議室Teams端末に映像が映りません","入力切替、ケーブル接続、無線投影設定を確認してください。","会議室・AV"
"会議室Teams端末から音が出ません","ミュート設定、既定出力先、HDMI音声設定を確認してください。","会議室・AV"
"会議室Teams端末でハウリングが発生します","スピーカー音量とマイク配置、二重入室端末の有無を確認してください。","会議室・AV"
"会議室Teams端末のタッチ操作が効きません","USB接続またはタッチドライバーの状態を確認してください。","会議室・AV"
"会議室Teams端末の予約をキャンセルしたいです","予約者本人または代理権限保有者がシステムから取消してください。","会議室・AV"
"会議室Teams端末の利用マニュアルを確認したいです","会議室設備一覧ページに操作マニュアルがあります。","会議室・AV"
"会議室Teams端末でワイヤレス投影ができません","同一ネットワーク接続と投影用アプリの起動を確認してください。","会議室・AV"
"会議室Teams端末を交換・修理したいです","会議室名、設備名、故障症状を共有ください。保守業者へ手配します。","会議室・AV"
"プロジェクターを予約できません","利用権限、重複予約、設備メンテナンス状況を確認してください。","会議室・AV"
"プロジェクターで会議を開始できません","端末サインイン状態、ネットワーク、会議主催者情報を確認してください。","会議室・AV"
"プロジェクターに映像が映りません","入力切替、ケーブル接続、無線投影設定を確認してください。","会議室・AV"
"プロジェクターから音が出ません","ミュート設定、既定出力先、HDMI音声設定を確認してください。","会議室・AV"
"プロジェクターでハウリングが発生します","スピーカー音量とマイク配置、二重入室端末の有無を確認してください。","会議室・AV"
"プロジェクターのタッチ操作が効きません","USB接続またはタッチドライバーの状態を確認してください。","会議室・AV"
"プロジェクターの予約をキャンセルしたいです","予約者本人または代理権限保有者がシステムから取消してください。","会議室・AV"
"プロジェクターの利用マニュアルを確認したいです","会議室設備一覧ページに操作マニュアルがあります。","会議室・AV"
"プロジェクターでワイヤレス投影ができません","同一ネットワーク接続と投影用アプリの起動を確認してください。","会議室・AV"
"プロジェクターを交換・修理したいです","会議室名、設備名、故障症状を共有ください。保守業者へ手配します。","会議室・AV"
"大型ディスプレイを予約できません","利用権限、重複予約、設備メンテナンス状況を確認してください。","会議室・AV"
"大型ディスプレイで会議を開始できません","端末サインイン状態、ネットワーク、会議主催者情報を確認してください。","会議室・AV"
"大型ディスプレイに映像が映りません","入力切替、ケーブル接続、無線投影設定を確認してください。","会議室・AV"
"大型ディスプレイから音が出ません","ミュート設定、既定出力先、HDMI音声設定を確認してください。","会議室・AV"
"大型ディスプレイでハウリングが発生します","スピーカー音量とマイク配置、二重入室端末の有無を確認してください。","会議室・AV"
"大型ディスプレイのタッチ操作が効きません","USB接続またはタッチドライバーの状態を確認してください。","会議室・AV"
"大型ディスプレイの予約をキャンセルしたいです","予約者本人または代理権限保有者がシステムから取消してください。","会議室・AV"
"大型ディスプレイの利用マニュアルを確認したいです","会議室設備一覧ページに操作マニュアルがあります。","会議室・AV"
"大型ディスプレイでワイヤレス投影ができません","同一ネットワーク接続と投影用アプリの起動を確認してください。","会議室・AV"
"大型ディスプレイを交換・修理したいです","会議室名、設備名、故障症状を共有ください。保守業者へ手配します。","会議室・AV"
"会議室マイクを予約できません","利用権限、重複予約、設備メンテナンス状況を確認してください。","会議室・AV"
"会議室マイクで会議を開始できません","端末サインイン状態、ネットワーク、会議主催者情報を確認してください。","会議室・AV"
"会議室マイクに映像が映りません","入力切替、ケーブル接続、無線投影設定を確認してください。","会議室・AV"
"会議室マイクから音が出ません","ミュート設定、既定出力先、HDMI音声設定を確認してください。","会議室・AV"
"会議室マイクでハウリングが発生します","スピーカー音量とマイク配置、二重入室端末の有無を確認してください。","会議室・AV"
"会議室マイクのタッチ操作が効きません","USB接続またはタッチドライバーの状態を確認してください。","会議室・AV"
"会議室マイクの予約をキャンセルしたいです","予約者本人または代理権限保有者がシステムから取消してください。","会議室・AV"
"会議室マイクの利用マニュアルを確認したいです","会議室設備一覧ページに操作マニュアルがあります。","会議室・AV"
"会議室マイクでワイヤレス投影ができません","同一ネットワーク接続と投影用アプリの起動を確認してください。","会議室・AV"
"会議室マイクを交換・修理したいです","会議室名、設備名、故障症状を共有ください。保守業者へ手配します。","会議室・AV"
"バックアップの取得状況を確認したいです","対象サーバーまたは端末名を共有ください。直近実行結果を確認します。","データ保護"
"バックアップから特定ファイルを復元したいです","ファイル名、保存場所、復元したい日時をお知らせください。","データ保護"
"バックアップの保存期間を知りたいです","データ種別ごとに保持期間が異なります。対象システムを指定してください。","データ保護"
"バックアップを取得して調査したいです","対象期間、対象ユーザー、調査目的を明記してください。","データ保護"
"バックアップで復元できる世代数を確認したいです","バックアップポリシーに基づく世代数と保持日数を確認します。","データ保護"
"バックアップの取得対象から除外したいです","容量や機密区分を踏まえ、除外申請の可否を判断します。","データ保護"
"バックアップの容量が逼迫しています","保持期間見直しや不要アーカイブ整理を検討してください。","データ保護"
"バックアップを監査対応で提出したいです","提出先と必要形式を共有ください。マスキングの要否も確認します。","データ保護"
"バックアップの実行エラーが出ています","ジョブIDと発生日時を共有ください。ログを確認して再実行します。","データ保護"
"バックアップの申請手順を知りたいです","ログ取得・復元・監査証跡の各申請フォームから申請してください。","データ保護"
"ファイル復元の取得状況を確認したいです","対象サーバーまたは端末名を共有ください。直近実行結果を確認します。","データ保護"
"ファイル復元から特定ファイルを復元したいです","ファイル名、保存場所、復元したい日時をお知らせください。","データ保護"
"ファイル復元の保存期間を知りたいです","データ種別ごとに保持期間が異なります。対象システムを指定してください。","データ保護"
"ファイル復元を取得して調査したいです","対象期間、対象ユーザー、調査目的を明記してください。","データ保護"
"ファイル復元で復元できる世代数を確認したいです","バックアップポリシーに基づく世代数と保持日数を確認します。","データ保護"
"ファイル復元の取得対象から除外したいです","容量や機密区分を踏まえ、除外申請の可否を判断します。","データ保護"
"ファイル復元の容量が逼迫しています","保持期間見直しや不要アーカイブ整理を検討してください。","データ保護"
"ファイル復元を監査対応で提出したいです","提出先と必要形式を共有ください。マスキングの要否も確認します。","データ保護"
"ファイル復元の実行エラーが出ています","ジョブIDと発生日時を共有ください。ログを確認して再実行します。","データ保護"
"ファイル復元の申請手順を知りたいです","ログ取得・復元・監査証跡の各申請フォームから申請してください。","データ保護"
"アーカイブの取得状況を確認したいです","対象サーバーまたは端末名を共有ください。直近実行結果を確認します。","データ保護"
"アーカイブから特定ファイルを復元したいです","ファイル名、保存場所、復元したい日時をお知らせください。","データ保護"
"アーカイブの保存期間を知りたいです","データ種別ごとに保持期間が異なります。対象システムを指定してください。","データ保護"
"アーカイブを取得して調査したいです","対象期間、対象ユーザー、調査目的を明記してください。","データ保護"
"アーカイブで復元できる世代数を確認したいです","バックアップポリシーに基づく世代数と保持日数を確認します。","データ保護"
"アーカイブの取得対象から除外したいです","容量や機密区分を踏まえ、除外申請の可否を判断します。","データ保護"
"アーカイブの容量が逼迫しています","保持期間見直しや不要アーカイブ整理を検討してください。","データ保護"
"アーカイブを監査対応で提出したいです","提出先と必要形式を共有ください。マスキングの要否も確認します。","データ保護"
"アーカイブの実行エラーが出ています","ジョブIDと発生日時を共有ください。ログを確認して再実行します。","データ保護"
"アーカイブの申請手順を知りたいです","ログ取得・復元・監査証跡の各申請フォームから申請してください。","データ保護"
"ログ取得の取得状況を確認したいです","対象サーバーまたは端末名を共有ください。直近実行結果を確認します。","データ保護"
"ログ取得から特定ファイルを復元したいです","ファイル名、保存場所、復元したい日時をお知らせください。","データ保護"
"ログ取得の保存期間を知りたいです","データ種別ごとに保持期間が異なります。対象システムを指定してください。","データ保護"
"ログ取得を取得して調査したいです","対象期間、対象ユーザー、調査目的を明記してください。","データ保護"
"ログ取得で復元できる世代数を確認したいです","バックアップポリシーに基づく世代数と保持日数を確認します。","データ保護"
"ログ取得の取得対象から除外したいです","容量や機密区分を踏まえ、除外申請の可否を判断します。","データ保護"
"ログ取得の容量が逼迫しています","保持期間見直しや不要アーカイブ整理を検討してください。","データ保護"
"ログ取得を監査対応で提出したいです","提出先と必要形式を共有ください。マスキングの要否も確認します。","データ保護"
"ログ取得の実行エラーが出ています","ジョブIDと発生日時を共有ください。ログを確認して再実行します。","データ保護"
"ログ取得の申請手順を知りたいです","ログ取得・復元・監査証跡の各申請フォームから申請してください。","データ保護"
"監査証跡の取得状況を確認したいです","対象サーバーまたは端末名を共有ください。直近実行結果を確認します。","データ保護"
"監査証跡から特定ファイルを復元したいです","ファイル名、保存場所、復元したい日時をお知らせください。","データ保護"
"監査証跡の保存期間を知りたいです","データ種別ごとに保持期間が異なります。対象システムを指定してください。","データ保護"
"監査証跡を取得して調査したいです","対象期間、対象ユーザー、調査目的を明記してください。","データ保護"
"監査証跡で復元できる世代数を確認したいです","バックアップポリシーに基づく世代数と保持日数を確認します。","データ保護"
"監査証跡の取得対象から除外したいです","容量や機密区分を踏まえ、除外申請の可否を判断します。","データ保護"
"監査証跡の容量が逼迫しています","保持期間見直しや不要アーカイブ整理を検討してください。","データ保護"
"監査証跡を監査対応で提出したいです","提出先と必要形式を共有ください。マスキングの要否も確認します。","データ保護"
"監査証跡の実行エラーが出ています","ジョブIDと発生日時を共有ください。ログを確認して再実行します。","データ保護"
"監査証跡の申請手順を知りたいです","ログ取得・復元・監査証跡の各申請フォームから申請してください。","データ保護"
"GitHub Enterpriseにログインできません","SSO連携またはライセンス付与を確認します。","開発環境"
"GitHub Enterpriseの権限を追加したいです","対象プロジェクト、必要ロール、利用目的を申請してください。","開発環境"
"GitHub Enterpriseでリポジトリへアクセスできません","組織所属、SSHキー、トークン権限を確認してください。","開発環境"
"GitHub Enterpriseで拡張機能を入れたいです","セキュリティ審査が必要な場合があります。拡張機能名を共有してください。","開発環境"
"GitHub Enterpriseのライセンスが不足しています","利用人数と契約数を確認し、追加購入可否を検討します。","開発環境"
"GitHub Enterpriseでプロキシ設定が必要です","社内標準のプロキシ設定値を案内します。","開発環境"
"GitHub Enterpriseのアップデートが失敗します","管理者権限、ディスク容量、セキュリティソフトの干渉を確認してください。","開発環境"
"GitHub Enterpriseで通知メールが届きません","通知設定、迷惑メール判定、送信ドメイン制限を確認します。","開発環境"
"GitHub Enterpriseのプロジェクト作成申請をしたいです","利用部門、用途、管理者候補を明記して申請してください。","開発環境"
"GitHub Enterpriseの監査ログを確認したいです","対象ユーザー、期間、操作種別を指定して依頼してください。","開発環境"
"GitLabにログインできません","SSO連携またはライセンス付与を確認します。","開発環境"
"GitLabの権限を追加したいです","対象プロジェクト、必要ロール、利用目的を申請してください。","開発環境"
"GitLabでリポジトリへアクセスできません","組織所属、SSHキー、トークン権限を確認してください。","開発環境"
"GitLabで拡張機能を入れたいです","セキュリティ審査が必要な場合があります。拡張機能名を共有してください。","開発環境"
"GitLabのライセンスが不足しています","利用人数と契約数を確認し、追加購入可否を検討します。","開発環境"
"GitLabでプロキシ設定が必要です","社内標準のプロキシ設定値を案内します。","開発環境"
"GitLabのアップデートが失敗します","管理者権限、ディスク容量、セキュリティソフトの干渉を確認してください。","開発環境"
"GitLabで通知メールが届きません","通知設定、迷惑メール判定、送信ドメイン制限を確認します。","開発環境"
"GitLabのプロジェクト作成申請をしたいです","利用部門、用途、管理者候補を明記して申請してください。","開発環境"
"GitLabの監査ログを確認したいです","対象ユーザー、期間、操作種別を指定して依頼してください。","開発環境"
"Docker Desktopにログインできません","SSO連携またはライセンス付与を確認します。","開発環境"
"Docker Desktopの権限を追加したいです","対象プロジェクト、必要ロール、利用目的を申請してください。","開発環境"
"Docker Desktopでリポジトリへアクセスできません","組織所属、SSHキー、トークン権限を確認してください。","開発環境"
"Docker Desktopで拡張機能を入れたいです","セキュリティ審査が必要な場合があります。拡張機能名を共有してください。","開発環境"
"Docker Desktopのライセンスが不足しています","利用人数と契約数を確認し、追加購入可否を検討します。","開発環境"
"Docker Desktopでプロキシ設定が必要です","社内標準のプロキシ設定値を案内します。","開発環境"
"Docker Desktopのアップデートが失敗します","管理者権限、ディスク容量、セキュリティソフトの干渉を確認してください。","開発環境"
"Docker Desktopで通知メールが届きません","通知設定、迷惑メール判定、送信ドメイン制限を確認します。","開発環境"
"Docker Desktopのプロジェクト作成申請をしたいです","利用部門、用途、管理者候補を明記して申請してください。","開発環境"
"Docker Desktopの監査ログを確認したいです","対象ユーザー、期間、操作種別を指定して依頼してください。","開発環境"
"VS Codeにログインできません","SSO連携またはライセンス付与を確認します。","開発環境"
"VS Codeの権限を追加したいです","対象プロジェクト、必要ロール、利用目的を申請してください。","開発環境"
"VS Codeでリポジトリへアクセスできません","組織所属、SSHキー、トークン権限を確認してください。","開発環境"
"VS Codeで拡張機能を入れたいです","セキュリティ審査が必要な場合があります。拡張機能名を共有してください。","開発環境"
"VS Codeのライセンスが不足しています","利用人数と契約数を確認し、追加購入可否を検討します。","開発環境"
"VS Codeでプロキシ設定が必要です","社内標準のプロキシ設定値を案内します。","開発環境"
"VS Codeのアップデートが失敗します","管理者権限、ディスク容量、セキュリティソフトの干渉を確認してください。","開発環境"
"VS Codeで通知メールが届きません","通知設定、迷惑メール判定、送信ドメイン制限を確認します。","開発環境"
"VS Codeのプロジェクト作成申請をしたいです","利用部門、用途、管理者候補を明記して申請してください。","開発環境"
"VS Codeの監査ログを確認したいです","対象ユーザー、期間、操作種別を指定して依頼してください。","開発環境"
"Jiraにログインできません","SSO連携またはライセンス付与を確認します。","開発環境"
"Jiraの権限を追加したいです","対象プロジェクト、必要ロール、利用目的を申請してください。","開発環境"
"Jiraでリポジトリへアクセスできません","組織所属、SSHキー、トークン権限を確認してください。","開発環境"
"Jiraで拡張機能を入れたいです","セキュリティ審査が必要な場合があります。拡張機能名を共有してください。","開発環境"
"Jiraのライセンスが不足しています","利用人数と契約数を確認し、追加購入可否を検討します。","開発環境"
"Jiraでプロキシ設定が必要です","社内標準のプロキシ設定値を案内します。","開発環境"
"Jiraのアップデートが失敗します","管理者権限、ディスク容量、セキュリティソフトの干渉を確認してください。","開発環境"
"Jiraで通知メールが届きません","通知設定、迷惑メール判定、送信ドメイン制限を確認します。","開発環境"
"Jiraのプロジェクト作成申請をしたいです","利用部門、用途、管理者候補を明記して申請してください。","開発環境"
"Jiraの監査ログを確認したいです","対象ユーザー、期間、操作種別を指定して依頼してください。","開発環境"
"ヘルプデスクチケットを起票したいです","チケットシステムからカテゴリ・影響範囲・発生時刻を入力して起票してください。","ヘルプデスク運用"
"ヘルプデスクチケットの進捗を確認したいです","チケット番号または申請番号を共有ください。","ヘルプデスク運用"
"ヘルプデスクチケットをクローズせず再開したいです","既存番号を共有いただければ再オープン可否を確認します。","ヘルプデスク運用"
"ヘルプデスクチケットで担当者を変更したいです","業務都合や技術領域に応じてアサイン変更します。","ヘルプデスク運用"
"ヘルプデスクチケットに対象機器が登録されていません","シリアル番号または資産番号を共有ください。","ヘルプデスク運用"
"ヘルプデスクチケットの結果報告方法を知りたいです","棚卸フォームまたはチケットで結果を報告してください。","ヘルプデスク運用"
"ヘルプデスクチケットの期限を延長したいです","理由と希望期限を共有ください。承認フローに従って延長可否を判断します。","ヘルプデスク運用"
"ヘルプデスクチケットのFAQが見つかりません","検索キーワードを見直すか、カテゴリ一覧から参照してください。","ヘルプデスク運用"
"ヘルプデスクチケットの内容を更新してほしいです","対象FAQ番号と修正案を共有ください。レビュー後に更新します。","ヘルプデスク運用"
"ヘルプデスクチケットの契約期限を確認したいです","対象機器またはサービス名を共有いただければ保守契約台帳を確認します。","ヘルプデスク運用"
"FAQポータルを起票したいです","チケットシステムからカテゴリ・影響範囲・発生時刻を入力して起票してください。","ヘルプデスク運用"
"FAQポータルの進捗を確認したいです","チケット番号または申請番号を共有ください。","ヘルプデスク運用"
"FAQポータルをクローズせず再開したいです","既存番号を共有いただければ再オープン可否を確認します。","ヘルプデスク運用"
"FAQポータルで担当者を変更したいです","業務都合や技術領域に応じてアサイン変更します。","ヘルプデスク運用"
"FAQポータルに対象機器が登録されていません","シリアル番号または資産番号を共有ください。","ヘルプデスク運用"
"FAQポータルの結果報告方法を知りたいです","棚卸フォームまたはチケットで結果を報告してください。","ヘルプデスク運用"
"FAQポータルの期限を延長したいです","理由と希望期限を共有ください。承認フローに従って延長可否を判断します。","ヘルプデスク運用"
"FAQポータルのFAQが見つかりません","検索キーワードを見直すか、カテゴリ一覧から参照してください。","ヘルプデスク運用"
"FAQポータルの内容を更新してほしいです","対象FAQ番号と修正案を共有ください。レビュー後に更新します。","ヘルプデスク運用"
"FAQポータルの契約期限を確認したいです","対象機器またはサービス名を共有いただければ保守契約台帳を確認します。","ヘルプデスク運用"
"資産管理台帳を起票したいです","チケットシステムからカテゴリ・影響範囲・発生時刻を入力して起票してください。","ヘルプデスク運用"
"資産管理台帳の進捗を確認したいです","チケット番号または申請番号を共有ください。","ヘルプデスク運用"
"資産管理台帳をクローズせず再開したいです","既存番号を共有いただければ再オープン可否を確認します。","ヘルプデスク運用"
"資産管理台帳で担当者を変更したいです","業務都合や技術領域に応じてアサイン変更します。","ヘルプデスク運用"
"資産管理台帳に対象機器が登録されていません","シリアル番号または資産番号を共有ください。","ヘルプデスク運用"
"資産管理台帳の結果報告方法を知りたいです","棚卸フォームまたはチケットで結果を報告してください。","ヘルプデスク運用"
"資産管理台帳の期限を延長したいです","理由と希望期限を共有ください。承認フローに従って延長可否を判断します。","ヘルプデスク運用"
"資産管理台帳のFAQが見つかりません","検索キーワードを見直すか、カテゴリ一覧から参照してください。","ヘルプデスク運用"
"資産管理台帳の内容を更新してほしいです","対象FAQ番号と修正案を共有ください。レビュー後に更新します。","ヘルプデスク運用"
"資産管理台帳の契約期限を確認したいです","対象機器またはサービス名を共有いただければ保守契約台帳を確認します。","ヘルプデスク運用"
"棚卸を起票したいです","チケットシステムからカテゴリ・影響範囲・発生時刻を入力して起票してください。","ヘルプデスク運用"
"棚卸の進捗を確認したいです","チケット番号または申請番号を共有ください。","ヘルプデスク運用"
"棚卸をクローズせず再開したいです","既存番号を共有いただければ再オープン可否を確認します。","ヘルプデスク運用"
"棚卸で担当者を変更したいです","業務都合や技術領域に応じてアサイン変更します。","ヘルプデスク運用"
"棚卸に対象機器が登録されていません","シリアル番号または資産番号を共有ください。","ヘルプデスク運用"
"棚卸の結果報告方法を知りたいです","棚卸フォームまたはチケットで結果を報告してください。","ヘルプデスク運用"
"棚卸の期限を延長したいです","理由と希望期限を共有ください。承認フローに従って延長可否を判断します。","ヘルプデスク運用"
"棚卸のFAQが見つかりません","検索キーワードを見直すか、カテゴリ一覧から参照してください。","ヘルプデスク運用"
"棚卸の内容を更新してほしいです","対象FAQ番号と修正案を共有ください。レビュー後に更新します。","ヘルプデスク運用"
"棚卸の契約期限を確認したいです","対象機器またはサービス名を共有いただければ保守契約台帳を確認します。","ヘルプデスク運用"
